# Weather station Alexandroupoli (airport), Greece, WMO_ID=16627,selection from 01.01.2024 till 12.04.2026, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=16627&lang=en
#
"Local time in Alexandroupoli (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.05.2024 06:00";"7.2";"763.1";"763.5";"-0.3";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"5.9";"";"";"";"";"";"";
"14.05.2024 03:00";"10.0";"763.4";"763.8";"-0.5";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"7.5";"No precipitation";"6";"";"";"";"";
"14.05.2024 00:00";"11.4";"763.9";"764.3";"1.0";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"15.0";"8.6";"";"";"";"";"";"";
"13.05.2024 21:00";"14.4";"762.9";"763.3";"0.4";"72";"Wind blowing from the east-northeast";"2";"";"9";"10%  or less, but not 0";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"9.4";"No precipitation";"12";"";"";"";"";
"13.05.2024 18:00";"19.0";"762.5";"762.9";"-0.6";"48";"Wind blowing from the east-northeast";"7";"";"11";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"7.8";"";"";"";"";"";"";
"13.05.2024 15:00";"18.8";"763.1";"763.5";"-0.5";"55";"Wind blowing from the north-east";"7";"";"12";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"9.4";"No precipitation";"6";"";"";"";"";
"13.05.2024 12:00";"16.6";"763.6";"764.0";"1.5";"66";"Wind blowing from the east-northeast";"6";"";"10";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"10.2";"";"";"";"";"";"";
"13.05.2024 09:00";"16.6";"762.1";"762.5";"0.7";"74";"Wind blowing from the north-east";"5";"";"8";"70 – 80%.";" ";"";"";"13.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"11.9";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"13.05.2024 06:00";"14.6";"761.4";"761.8";"0.2";"87";"Wind blowing from the north-east";"4";"";"6";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"";"";"";"";
"13.05.2024 03:00";"14.0";"761.2";"761.6";"0.0";"89";"Wind blowing from the north-east";"3";"";"5";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.2";"No precipitation";"6";"";"";"";"";
"13.05.2024 00:00";"16.0";"761.2";"761.6";"0.3";"79";"Wind blowing from the north-northeast";"3";"";"7";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.4";"";"";"";"";"";"";
"12.05.2024 21:00";"17.4";"760.9";"761.3";"0.7";"77";"Wind blowing from the east-northeast";"2";"";"8";"70 – 80%.";" ";"";"";"";"23.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.2";"0.1";"12";"";"";"";"";
"12.05.2024 18:00";"21.6";"760.2";"760.6";"-0.7";"46";"Wind blowing from the west";"3";"";"7";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"9.4";"";"";"";"";"";"";
"12.05.2024 15:00";"20.2";"760.9";"761.3";"-0.9";"55";"Wind blowing from the south-west";"3";"";"7";"60%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"10.7";"0.1";"6";"";"";"";"";
"12.05.2024 12:00";"21.0";"761.8";"762.2";"0.1";"50";"Wind blowing from the south-west";"3";"";"5";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"10.0";"";"";"";"";"";"";
"12.05.2024 09:00";"12.0";"761.7";"762.1";"0.5";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"7.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"5.6";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"12.05.2024 06:00";"7.8";"761.2";"761.6";"-0.6";"75";"Wind blowing from the north-east";"2";"";"5";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"3.6";"";"";"";"";"";"";
"12.05.2024 03:00";"10.0";"761.8";"762.2";"-0.4";"68";"Wind blowing from the east-northeast";"2";"";"7";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.2";"No precipitation";"6";"";"";"";"";
"12.05.2024 00:00";"13.0";"762.2";"762.6";"1.1";"58";"Wind blowing from the north";"2";"";"8";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.8";"";"";"";"";"";"";
"11.05.2024 21:00";"17.2";"761.1";"761.5";"0.6";"42";"Wind blowing from the north-east";"3";"";"9";"10%  or less, but not 0";" ";"";"";"";"23.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"4.1";"No precipitation";"12";"";"";"";"";
"11.05.2024 18:00";"23.0";"760.5";"760.9";"-0.2";"24";"Wind blowing from the north-east";"6";"";"13";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"1.2";"";"";"";"";"";"";
"11.05.2024 15:00";"21.8";"760.7";"761.1";"0.3";"27";"Wind blowing from the north-east";"7";"";"14";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"20.0";"1.7";"No precipitation";"6";"";"";"";"";
"11.05.2024 12:00";"19.6";"760.4";"760.8";"0.9";"34";"Wind blowing from the north-northeast";"9";"";"14";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"20.0";"3.1";"";"";"";"";"";"";
"11.05.2024 09:00";"16.8";"759.5";"759.9";"0.5";"41";"Wind blowing from the north";"6";"";"13";"90  or more, but not 100%";" ";"";"";"14.6";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"15.0";"3.5";"0.1";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"11.05.2024 06:00";"15.2";"759.0";"759.4";"0.5";"45";"Wind blowing from the north";"5";"";"14";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.4";"";"";"";"";"";"";
"11.05.2024 03:00";"15.0";"758.5";"758.9";"-0.4";"41";"Wind blowing from the north-northeast";"8";"";"16";"90  or more, but not 100%";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.9";"0.1";"6";"";"";"";"";
"11.05.2024 00:00";"14.8";"758.9";"759.3";"-0.5";"64";"Wind blowing from the north-northeast";"9";"";"16";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.1";"";"";"";"";"";"";
"10.05.2024 21:00";"14.6";"759.4";"759.8";"0.3";"68";"Wind blowing from the north-northeast";"8";"";"14";"90  or more, but not 100%";" ";"";"";"";"18.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.7";"No precipitation";"12";"";"";"";"";
"10.05.2024 18:00";"16.4";"759.1";"759.5";"-0.6";"70";"Wind blowing from the north-northeast";"8";"";"13";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.8";"";"";"";"";"";"";
"10.05.2024 15:00";"18.0";"759.7";"760.1";"-0.7";"64";"Wind blowing from the north-northeast";"8";"";"15";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.0";"No precipitation";"6";"";"";"";"";
"10.05.2024 12:00";"16.8";"760.4";"760.8";"-0.3";"70";"Wind blowing from the north-northeast";"8";"";"14";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.3";"";"";"";"";"";"";
"10.05.2024 09:00";"15.4";"760.7";"761.1";"0.4";"71";"Wind blowing from the north-east";"8";"";"13";"90  or more, but not 100%";" ";"";"";"14.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.1";"No precipitation";"12";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"10.05.2024 06:00";"14.4";"760.3";"760.7";"-0.3";"76";"Wind blowing from the north-northeast";"5";"";"11";"70 – 80%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"10.2";"";"";"";"";"";"";
"10.05.2024 03:00";"14.4";"760.6";"761.0";"-0.6";"76";"Wind blowing from the north-east";"6";"";"11";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"10.2";"No precipitation";"6";"";"";"";"";
"10.05.2024 00:00";"16.0";"761.2";"761.6";"0.8";"70";"Wind blowing from the east-northeast";"5";"";"11";"100%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"15.0";"10.4";"";"";"";"";"";"";
